name_key,Player,season,Age,Team,pos_group,G,GS,BPM,OBPM,DBPM,VORP,PER,WS,WS_per_48,USG%,TRB%,AST%,STL%,BLK%,TOV%,Salary,injury_events,rest_events,total_il_events,severity_weighted_events,max_event_severity,distinct_body_parts,had_knee_injury,aging_curve_delta,contract_total_m,contract_y1_m,contract_aav_m,years_remaining,dead_cap_m,war_proxy,salary_m,contract_efficiency,injury_events_3yr,severity_3yr,age_injury_interaction,injury_risk_tier
lebron james,LeBron James,2019,34,LAL,F,55,55,8.0,6.4,1.7,4.9,25.6,7.2,0.179,31.6,12.4,39.4,1.7,1.4,13.3,35654150.0,6,0,6,13,6,1,0,-0.7571428571428571,52.627153,52.627153,52.627153,1.0,,1.8148148148148149,35.65415,0.05090052111226365,2.0,4.333333333333333,204,Medium
lonnie walker,Lonnie Walker IV,2019,20,SAS,G,17,0,-2.4,-3.4,1.0,0.0,10.8,0.0,0.019,20.3,7.9,10.3,2.9,2.2,7.4,2357160.0,3,0,3,4,2,2,1,1.1284313725490196,,,,,,0.0,2.35716,0.0,3.0,4.0,60,High
lonzo ball,Lonzo Ball,2019,21,LAL,G,47,45,-0.3,-1.6,1.3,0.6,11.7,1.6,0.052,16.9,9.1,23.8,2.3,1.1,17.8,7461960.0,1,0,1,6,6,1,0,-0.1217054263565892,10.0,10.0,10.0,1.0,,0.2222222222222222,7.46196,0.02978067722451235,2.5,8.5,21,High
lorenzo brown,Lorenzo Brown,2019,28,TOR,G,26,0,-3.5,-5.4,1.9,-0.1,6.3,-0.1,-0.027,17.9,7.9,17.3,2.7,2.0,18.1,,0,0,0,0,0,0,0,-0.3053191489361702,,,,,,-0.037037037037037035,,,3.5,3.5,0,Medium
lou williams,Lou Williams,2019,32,LAC,G,75,1,2.2,4.3,-2.1,2.1,21.2,5.1,0.123,32.4,5.9,33.0,1.3,0.4,11.8,8000000.0,0,0,0,0,0,0,0,-0.7363636363636363,,,,,,0.7777777777777778,8.0,0.09722222222222222,0.0,0.0,0,Low
luc mbah a moute,Luc Mbah a Moute,2019,32,LAC,F,4,0,-3.0,-2.9,0.0,0.0,6.7,0.0,0.009,15.4,6.1,4.5,0.8,1.3,9.0,4320500.0,0,0,0,0,0,0,0,-0.7095238095238097,,,,,,0.0,4.3205,0.0,0.0,0.0,0,Low
luka doncic,Luka Dončić,2019,19,DAL,G,72,72,3.9,3.6,0.3,3.4,19.6,4.9,0.101,30.5,13.0,31.6,1.6,0.9,15.0,6560640.0,5,0,5,9,2,3,1,0.3341463414634146,149.58366,45.99966,51.837915,4.0,,1.259259259259259,6.56064,0.19194152693323502,5.0,9.0,95,High
luke kennard,Luke Kennard,2019,22,DET,G,63,10,-1.1,-0.4,-0.6,0.3,11.9,2.5,0.085,18.1,7.0,12.3,0.9,0.6,9.4,3275280.0,2,0,2,2,1,2,0,0.3496774193548387,11.0,11.0,11.0,1.0,,0.1111111111111111,3.27528,0.033924156441925916,1.5,1.5,44,Low
luke kornet,Luke Kornet,2019,23,NYK,C,46,18,2.0,1.4,0.7,0.8,14.8,1.4,0.083,17.9,9.0,10.5,1.7,4.5,7.6,1619260.0,3,0,3,4,2,1,0,0.21944444444444441,24.0,11.0,10.175,4.0,,0.2962962962962963,1.61926,0.18298253294486141,2.5,3.0,69,Medium
luol deng,Luol Deng,2019,33,MIN,F,22,2,0.0,0.2,-0.3,0.2,14.6,0.8,0.101,15.8,10.0,6.5,1.8,1.7,9.5,1512601.0,1,0,1,6,6,1,0,-1.3319999999999999,,,,,,0.07407407407407407,1.512601,0.04897132427789884,2.6666666666666665,8.0,33,High
malachi richardson,Malachi Richardson,2019,23,TOR,G,22,0,-8.8,-6.6,-2.1,-0.2,0.9,-0.1,-0.06,16.4,6.8,0.0,0.5,0.0,20.4,1569360.0,5,0,5,5,1,1,1,0.09395604395604397,,,,,,-0.07407407407407407,1.56936,-0.047200179738284435,4.0,6.666666666666667,115,High
malcolm brogdon,Malcolm Brogdon,2019,26,MIL,G,64,64,2.2,2.0,0.1,1.9,17.8,6.5,0.171,20.7,8.0,16.2,1.2,0.6,10.0,1544951.0,4,0,4,4,1,2,0,-0.4469230769230769,,,,,,0.7037037037037036,1.544951,0.4554860987200912,2.3333333333333335,3.3333333333333335,104,Medium
malcolm miller,Malcolm Miller,2019,25,TOR,F,10,0,-0.5,1.2,-1.6,0.0,13.7,0.2,0.13,18.5,4.0,2.1,0.7,1.2,3.5,457418.0,0,0,0,0,0,0,0,-0.3396551724137931,,,,,,0.0,0.457418,,2.0,3.5,0,Medium
malik beasley,Malik Beasley,2019,22,DEN,G,81,18,0.1,0.8,-0.7,1.0,14.2,4.5,0.115,18.7,5.8,7.5,1.4,0.5,6.7,1773840.0,0,0,0,0,0,0,0,0.3496774193548387,,,,,,0.37037037037037035,1.77384,0.20879581606591932,2.3333333333333335,2.3333333333333335,0,Medium
malik monk,Malik Monk,2019,20,CHO,G,73,0,-3.0,-1.3,-1.7,-0.3,11.8,0.3,0.012,24.6,5.9,14.3,1.4,1.3,12.0,3447480.0,0,0,0,0,0,0,0,1.1284313725490196,38.987654,18.797619,20.190035,3.0,,-0.1111111111111111,3.44748,-0.032229660827941306,0.0,0.0,0,Low
marc gasol,Marc Gasol,2019,34,"MEM,TOR",C,79,72,3.1,0.8,2.3,3.1,16.6,6.0,0.118,20.7,14.3,22.2,1.7,3.2,13.6,24119025.0,0,0,0,0,0,0,0,-1.75,,,,,,1.1481481481481481,24.119025,0.047603422947160925,0.3333333333333333,0.3333333333333333,0,Low
marcin gortat,Marcin Gortat,2019,34,LAC,C,47,43,-1.3,-1.7,0.4,0.1,12.8,1.4,0.089,14.4,18.4,12.0,0.4,2.5,19.4,13565218.0,0,0,0,0,0,0,0,-1.75,,,,,,0.037037037037037035,13.565218,0.002730294274447859,0.0,0.0,0,Low
marco belinelli,Marco Belinelli,2019,32,SAS,G,79,1,-1.7,-0.5,-1.2,0.1,11.9,2.5,0.065,19.8,5.9,10.1,0.9,0.4,8.8,6153846.0,1,0,1,1,1,1,0,-0.7363636363636363,,,,,,0.037037037037037035,6.153846,0.006018518668981485,1.3333333333333333,3.6666666666666665,32,Medium
marcus derrickson,Marcus Derrickson,2019,22,GSW,F,11,0,-2.7,2.6,-5.3,0.0,19.4,0.2,0.155,24.4,10.4,2.2,0.0,1.3,7.9,,0,0,0,0,0,0,0,0.8491935483870967,,,,,,0.0,,,0.0,0.0,0,Low
marcus morris,Marcus Morris,2019,29,BOS,F,75,53,-0.9,-0.2,-0.7,0.6,14.3,4.4,0.102,20.9,11.7,7.5,1.0,1.1,9.1,,4,0,4,4,1,1,1,-1.1833333333333333,,,,,,0.2222222222222222,,,3.0,3.3333333333333335,116,Medium
marcus smart,Marcus Smart,2019,24,BOS,G,80,60,0.8,-1.2,2.0,1.5,13.2,5.2,0.114,14.7,5.7,19.1,3.1,1.1,16.5,11660716.0,2,0,2,5,4,0,0,-0.5559999999999999,14.786855,19.920855,12.6557775,2.0,5.134,0.5555555555555556,11.660716,0.047643348449233784,2.0,3.6666666666666665,48,Medium
mario hezonja,Mario Hezonja,2019,23,NYK,F,58,24,-3.8,-3.5,-0.3,-0.5,10.8,-0.1,-0.003,21.3,10.4,11.5,2.3,0.6,14.6,6500000.0,2,0,2,4,2,0,0,0.42533333333333334,,,,,,-0.18518518518518517,6.5,-0.028490028490028487,0.6666666666666666,1.3333333333333333,46,Low
markelle fultz,Markelle Fultz,2019,20,PHI,G,19,15,-3.1,-3.3,0.2,-0.1,10.5,0.3,0.035,19.3,8.7,19.5,1.9,0.9,12.7,8339880.0,0,0,0,0,0,0,0,1.1284313725490196,,,,,,-0.037037037037037035,8.33988,-0.00444095562970175,0.5,0.5,0,Low
markieff morris,Markieff Morris,2019,29,"OKC,WAS",F,58,16,-2.7,-2.1,-0.6,-0.2,11.7,1.6,0.061,19.1,11.1,8.8,1.3,1.5,9.3,427288.0,3,0,3,3,1,1,0,-1.1833333333333333,,,,,,-0.07407407407407407,0.427288,,2.6666666666666665,3.6666666666666665,87,Medium
marquese chriss,Marquese Chriss,2019,21,"CLE,HOU",F,43,2,-7.5,-5.7,-1.9,-0.7,9.2,-0.2,-0.023,20.6,15.8,6.5,1.7,1.9,15.3,3206160.0,0,0,0,0,0,0,0,1.1526785714285714,,,,,,-0.25925925925925924,3.20616,-0.08086285751779675,1.3333333333333333,3.6666666666666665,0,Medium
marshon brooks,MarShon Brooks,2019,30,MEM,G,29,0,-3.0,-1.9,-1.1,-0.1,11.6,0.1,0.018,23.6,6.5,11.0,1.2,1.0,10.3,1656092.0,0,0,0,0,0,0,0,-0.7926470588235294,,,,,,-0.037037037037037035,1.656092,-0.02236411807860737,0.0,0.0,0,Low
marvin bagley,Marvin Bagley III,2019,19,SAC,F,62,4,-1.0,0.5,-1.5,0.4,18.9,3.6,0.11,24.2,15.5,5.9,1.0,3.2,10.7,7305600.0,4,0,4,5,2,2,1,-0.22499999999999992,2.296274,2.296274,2.296274,1.0,,0.14814814814814814,7.3056,0.020278710598465307,4.0,5.0,76,High
marvin williams,Marvin Williams,2019,32,CHO,F,75,75,-0.3,-0.4,0.2,0.9,12.6,3.8,0.086,14.9,10.3,6.1,1.6,2.5,6.4,14087500.0,4,0,4,10,6,2,0,-0.7095238095238097,,,,,,0.3333333333333333,14.0875,0.023661638568470866,2.0,4.666666666666667,128,Medium
mason plumlee,Mason Plumlee,2019,28,DEN,C,82,17,2.1,-0.5,2.6,1.8,17.8,5.8,0.16,16.2,16.4,19.5,1.9,3.9,19.2,12917808.0,0,0,0,0,0,0,0,-0.8363636363636364,2.296274,3.022108,3.022108,1.0,0.725834,0.6666666666666666,12.917808,0.05160834304602349,0.6666666666666666,1.0,0,Low
matthew dellavedova,Matthew Dellavedova,2019,28,"CLE,MIL",G,48,0,-4.4,-1.7,-2.8,-0.5,11.1,0.5,0.028,17.9,5.2,31.9,0.8,0.2,20.4,9607500.0,4,0,4,9,6,1,0,-0.3053191489361702,,,,,,-0.18518518518518517,9.6075,-0.01927506481240543,2.0,4.0,112,Medium
maurice harkless,Maurice Harkless,2019,25,POR,F,60,53,0.7,-1.0,1.7,1.0,13.2,3.4,0.114,13.9,10.1,7.1,2.3,3.0,9.7,10837079.0,4,0,4,4,1,1,1,-0.3396551724137931,,,,,,0.37037037037037035,10.837079,0.03417621762934185,3.0,6.0,100,High
maxi kleber,Maxi Kleber,2019,27,DAL,F,71,18,0.4,-0.8,1.2,0.9,13.1,3.5,0.111,13.5,11.7,6.8,1.2,4.4,11.4,1378242.0,0,0,0,0,0,0,0,-0.6105882352941177,11.0,11.0,11.0,1.0,,0.3333333333333333,1.378242,0.2418539946782447,0.0,0.0,0,Low
melvin frazier,Melvin Frazier,2019,22,ORL,G,10,0,-14.5,-11.3,-3.2,-0.1,1.2,-0.1,-0.133,23.5,6.1,3.3,1.1,0.0,4.2,,10,0,10,10,1,0,0,0.3496774193548387,,,,,,-0.037037037037037035,,,10.0,10.0,220,High
meyers leonard,Meyers Leonard,2019,26,POR,C,61,2,1.8,1.5,0.3,0.8,15.8,3.0,0.164,14.8,14.2,11.8,0.7,0.8,14.0,10595506.0,0,0,0,0,0,0,0,-0.7216216216216216,,,,,,0.2962962962962963,10.595506,0.027964336606132473,0.3333333333333333,0.6666666666666666,0,Low
michael beasley,Michael Beasley,2019,30,LAL,F,26,2,-1.5,-1.9,0.5,0.0,15.9,0.2,0.039,29.5,11.2,14.8,1.5,3.0,13.7,3500000.0,0,0,0,0,0,0,0,-0.43103448275862066,,,,,,0.0,3.5,0.0,1.6666666666666667,2.3333333333333335,0,Medium
michael carterwilliams,Michael Carter-Williams,2019,27,"HOU,ORL",G,28,1,0.8,-1.4,2.2,0.3,14.7,0.8,0.099,19.4,10.1,26.5,2.6,3.4,12.0,59820.0,0,0,0,0,0,0,0,-0.3598290598290598,,,,,,0.1111111111111111,0.05982,,1.3333333333333333,3.3333333333333335,0,Medium
michael kiddgilchrist,Michael Kidd-Gilchrist,2019,25,CHO,F,64,3,-2.4,-2.3,-0.1,-0.1,13.3,2.5,0.1,15.7,11.3,7.4,1.3,2.9,10.0,13000000.0,3,0,3,5,2,3,1,-0.3396551724137931,,,,,,-0.037037037037037035,13.0,-0.0028490028490028487,1.3333333333333333,2.0,75,Medium
mikal bridges,Mikal Bridges,2019,22,PHO,F,82,56,-1.6,-2.0,0.4,0.3,10.8,2.9,0.058,12.2,6.0,9.8,2.5,1.3,10.2,3552960.0,0,0,0,0,0,0,0,0.8491935483870967,133.382144,24.9,34.98,5.0,,0.1111111111111111,3.55296,0.03127282916529066,0.0,0.0,0,Low
mike conley,Mike Conley,2019,31,MEM,G,70,70,4.7,4.6,0.1,3.9,21.4,8.0,0.164,27.3,5.7,33.4,2.0,0.9,9.1,30521115.0,2,0,2,2,1,2,1,-0.6610169491525424,10.774038,11.499872,11.499872,1.0,0.725834,1.4444444444444444,30.521115,0.047326070638128534,1.6666666666666667,3.3333333333333335,62,Medium
mike muscala,Mike Muscala,2019,27,"LAL,PHI",F,64,10,-1.1,-0.8,-0.3,0.3,10.8,2.5,0.091,14.3,9.8,7.7,0.8,2.3,10.8,5000000.0,4,0,4,9,4,2,0,-0.6105882352941177,,,,,,0.1111111111111111,5.0,0.02222222222222222,2.6666666666666665,5.666666666666667,108,High
mike scott,Mike Scott,2019,30,"LAC,PHI",F,79,3,-2.5,-1.9,-0.7,-0.2,8.6,1.6,0.053,14.4,10.5,6.4,0.9,0.7,9.2,4320500.0,0,0,0,0,0,0,0,-0.43103448275862066,,,,,,-0.07407407407407407,4.3205,-0.017144792055103362,0.0,0.0,0,Low
miles bridges,Miles Bridges,2019,20,CHO,G,80,25,-0.8,-0.9,0.1,0.5,13.1,2.9,0.083,15.1,10.3,8.1,1.6,2.5,8.4,3206640.0,0,0,0,0,0,0,0,1.1284313725490196,47.826087,25.0,23.9130435,2.0,,0.18518518518518517,3.20664,0.05775053800401204,0.0,0.0,0,Low
miles plumlee,Miles Plumlee,2019,30,ATL,C,18,0,1.6,1.6,0.0,0.2,18.9,0.5,0.145,16.7,11.8,14.7,1.6,2.0,14.0,12500000.0,2,0,2,7,6,1,1,-0.6,,,,,,0.07407407407407407,12.5,0.005925925925925926,1.3333333333333333,3.6666666666666665,60,High
milos teodosic,Miloš Teodosić,2019,31,LAC,G,15,0,-5.4,-3.8,-1.7,-0.1,6.5,-0.1,-0.019,18.0,5.7,28.8,0.9,0.5,32.8,6300000.0,0,0,0,0,0,0,0,-0.6610169491525424,,,,,,-0.037037037037037035,6.3,-0.005878894767783657,0.5,1.0,0,Low
mitch creek,Mitch Creek,2019,26,"BRK,MIN",G,5,0,3.5,2.4,1.1,0.1,20.2,0.2,0.196,17.6,13.2,18.6,2.0,0.0,5.0,,0,0,0,0,0,0,0,-0.4469230769230769,,,,,,0.037037037037037035,,,0.0,0.0,0,Low
mitchell robinson,Mitchell Robinson,2019,20,NYK,C,66,19,2.5,0.1,2.4,1.6,22.0,6.1,0.217,12.1,16.3,4.2,1.8,10.0,9.1,1485440.0,2,0,2,2,1,1,0,1.6818181818181819,12.954546,12.954546,12.954546,1.0,,0.5925925925925926,1.48544,0.3989340482231477,2.0,2.0,40,Medium
mo bamba,Mo Bamba,2019,20,ORL,C,47,1,-1.4,-2.8,1.4,0.1,14.9,1.7,0.106,17.8,16.3,7.4,0.8,7.0,13.7,4865040.0,0,0,0,0,0,0,0,1.6818181818181819,0.26394,0.458711,0.458711,1.0,0.194771,0.037037037037037035,4.86504,0.007612894660072073,0.0,0.0,0,Low
monte morris,Monte Morris,2019,23,DEN,G,82,6,1.5,1.1,0.3,1.7,16.2,6.2,0.151,17.1,5.3,21.7,1.8,0.2,6.6,1349383.0,0,0,0,0,0,0,0,0.09395604395604397,0.321184,0.321184,0.321184,1.0,,0.6296296296296295,1.349383,0.46660557427330085,2.0,2.0,0,Medium
montrezl harrell,Montrezl Harrell,2019,25,LAC,F,82,5,3.3,2.6,0.7,2.9,23.4,8.7,0.193,23.5,13.1,12.5,1.6,4.0,11.0,6000000.0,0,0,0,0,0,0,0,-0.3396551724137931,,,,,,1.074074074074074,6.0,0.17901234567901234,0.0,0.0,0,Low
moritz wagner,Moritz Wagner,2019,21,LAL,F,43,5,-4.3,-3.9,-0.4,-0.3,10.1,0.2,0.02,21.7,9.8,7.4,1.1,2.4,16.7,1762080.0,0,0,0,0,0,0,0,1.1526785714285714,5.0,5.0,5.0,1.0,,-0.1111111111111111,1.76208,-0.06305679146866834,0.0,0.0,0,Low
myles turner,Myles Turner,2019,22,IND,C,74,74,2.5,0.0,2.4,2.4,18.0,6.3,0.144,20.0,13.9,8.0,1.4,8.4,10.3,3410284.0,4,0,4,5,2,3,0,0.7918918918918918,79.752492,25.318251,27.2171205,4.0,,0.8888888888888888,3.410284,0.26064952035926886,2.0,2.6666666666666665,88,Medium
naz mitroulong,Naz Mitrou-Long,2019,25,UTA,G,14,0,-8.7,-7.1,-1.6,-0.1,2.2,-0.1,-0.046,14.7,3.9,23.3,0.6,0.9,27.7,,0,0,0,0,0,0,0,0.1966887417218543,,,,,,-0.037037037037037035,,,0.0,0.0,0,Low
nemanja bjelica,Nemanja Bjelica,2019,30,SAC,F,77,70,0.9,0.4,0.5,1.3,15.4,4.5,0.122,16.5,12.8,11.1,1.4,2.7,11.5,6500000.0,0,0,0,0,0,0,0,-0.43103448275862066,,,,,,0.48148148148148145,6.5,0.07407407407407407,0.6666666666666666,1.0,0,Low
nene,Nenê,2019,36,HOU,F,42,2,-2.2,-3.1,0.9,0.0,11.9,1.4,0.123,11.7,12.5,6.8,1.6,2.3,7.4,,0,0,0,0,0,0,0,-1.05,,,,,,0.0,,,1.3333333333333333,4.333333333333333,0,Medium
nerlens noel,Nerlens Noel,2019,24,OKC,C,77,2,2.1,-1.2,3.3,1.1,19.3,4.3,0.198,13.8,15.9,5.9,2.9,7.7,13.4,1757429.0,1,0,1,1,1,1,0,-1.2133333333333334,,,,,,0.40740740740740744,1.757429,0.23182012326381746,1.3333333333333333,3.3333333333333335,24,Medium
nick young,Nick Young,2019,33,DEN,G,4,0,-6.9,-4.3,-2.5,0.0,2.3,0.0,-0.021,12.7,1.5,6.8,0.0,2.4,18.2,1042584.0,0,0,0,0,0,0,0,-1.1,,,,,,0.0,1.042584,0.0,0.0,0.0,0,Low
nicolas batum,Nicolas Batum,2019,30,CHO,F,75,72,-0.3,-0.7,0.4,1.0,11.9,3.7,0.076,13.2,8.9,14.5,1.5,1.6,16.3,24000000.0,1,0,1,1,1,0,0,-0.43103448275862066,5.6016,5.6016,5.74164,2.0,,0.37037037037037035,24.0,0.015432098765432098,1.6666666666666667,4.0,30,Medium
nik stauskas,Nik Stauskas,2019,25,"CLE,POR",G,68,0,-1.9,-0.7,-1.2,0.0,10.9,1.1,0.052,17.6,6.8,11.1,1.0,0.6,12.2,504200.0,1,0,1,1,1,1,1,0.1966887417218543,,,,,,0.0,0.5042,0.0,0.6666666666666666,1.0,25,Medium
nikola jokic,Nikola Jokić,2019,23,DEN,C,80,80,9.1,6.2,2.9,7.0,26.3,11.8,0.226,27.4,18.7,37.0,2.1,1.9,15.4,24605181.0,0,0,0,0,0,0,0,0.21944444444444441,114.25764,55.224526,59.033114,3.0,,2.5925925925925926,24.605181,0.10536775131191241,1.3333333333333333,2.0,0,Medium
nikola mirotic,Nikola Mirotić,2019,27,"MIL,NOP",F,46,25,1.5,2.1,-0.6,1.1,17.2,3.5,0.133,21.4,14.0,6.2,1.2,2.2,7.4,12500000.0,4,0,4,9,4,3,0,-0.6105882352941177,,,,,,0.40740740740740744,12.5,0.0325925925925926,2.6666666666666665,5.333333333333333,108,High
nikola vucevic,Nikola Vučević,2019,28,ORL,C,80,80,6.6,5.0,1.7,5.5,25.4,10.1,0.193,28.0,20.5,21.9,1.6,3.0,9.9,12750000.0,0,0,0,0,0,0,0,-0.8363636363636364,21.481481,21.481481,21.481481,1.0,,2.0370370370370368,12.75,0.1597676107480029,0.6666666666666666,2.0,0,Medium
noah vonleh,Noah Vonleh,2019,23,NYK,F,68,57,-0.7,-1.2,0.5,0.6,13.9,3.2,0.09,14.8,16.0,11.1,1.3,2.5,14.7,1512601.0,1,0,1,6,6,1,0,0.42533333333333334,,,,,,0.2222222222222222,1.512601,0.14691397283369653,2.0,5.666666666666667,23,High
norman powell,Norman Powell,2019,25,TOR,G,60,3,-0.7,-0.9,0.2,0.4,13.3,2.4,0.102,19.0,6.7,11.6,1.7,1.0,13.1,9367200.0,0,0,0,0,0,0,0,0.1966887417218543,20.482758,20.482758,20.482758,1.0,,0.14814814814814814,9.3672,0.01581562773808055,0.6666666666666666,1.0,0,Low
og anunoby,OG Anunoby,2019,21,TOR,F,67,6,-2.4,-2.4,0.1,-0.1,9.8,2.0,0.07,15.5,7.9,4.7,1.6,1.3,11.3,2034120.0,0,0,0,0,0,0,0,1.1526785714285714,127.5,39.568966,43.965517,4.0,,-0.037037037037037035,2.03412,-0.01820789188299463,0.0,0.0,0,Low
okaro white,Okaro White,2019,26,WAS,F,3,0,-16.8,-9.0,-7.8,0.0,-4.5,0.0,-0.251,14.1,18.1,0.0,0.0,0.0,0.0,1187862.0,0,0,0,0,0,0,0,-0.14893617021276595,,,,,,0.0,1.187862,0.0,1.6666666666666667,3.0,0,Medium
omari spellman,Omari Spellman,2019,21,ATL,F,46,11,-1.2,-0.5,-0.7,0.2,12.4,1.2,0.07,14.9,12.7,8.0,1.5,2.7,10.5,1620480.0,4,0,4,10,6,2,0,1.1526785714285714,,,,,,0.07407407407407407,1.62048,0.04571119302556901,4.0,10.0,84,High
omri casspi,Omri Casspi,2019,30,MEM,F,36,0,0.4,-0.3,0.7,0.3,15.7,1.3,0.119,18.0,12.4,8.1,1.9,1.6,11.0,1512601.0,3,0,3,3,1,1,1,-0.43103448275862066,,,,,,0.1111111111111111,1.512601,0.07345698641684827,3.6666666666666665,5.333333333333333,90,High
otto porter,Otto Porter Jr.,2019,25,"CHI,WAS",F,56,43,0.9,0.8,0.1,1.2,15.9,3.2,0.093,19.1,10.1,10.6,2.3,1.6,8.7,26011913.0,4,0,4,10,6,3,1,-0.3396551724137931,,,,,,0.4444444444444444,26.011913,0.017086188333954692,3.3333333333333335,7.0,100,High
pascal siakam,Pascal Siakam,2019,24,TOR,F,80,79,2.4,1.6,0.8,2.8,18.7,9.3,0.175,20.8,11.6,14.6,1.4,1.7,12.5,1544951.0,0,0,0,0,0,0,0,0.35,146.773872,45.550512,48.924624,3.0,,1.037037037037037,1.544951,0.6712426717980292,0.6666666666666666,0.6666666666666666,0,Low
pat connaughton,Pat Connaughton,2019,26,MIL,G,61,2,1.2,0.3,0.8,1.0,13.6,3.9,0.149,13.3,10.4,12.6,1.2,1.7,8.2,1641000.0,0,0,0,0,0,0,0,-0.4469230769230769,10.739683,10.739683,7.277772,2.0,,0.37037037037037035,1.641,0.2256979709752409,0.0,0.0,0,Low
patrick beverley,Patrick Beverley,2019,30,LAC,G,78,49,0.9,-0.3,1.2,1.5,11.8,4.8,0.108,12.2,9.6,18.4,1.5,1.6,13.8,5027028.0,2,0,2,2,1,1,0,-0.7926470588235294,,,,,,0.5555555555555556,5.027028,0.11051371815624572,1.6666666666666667,4.333333333333333,60,Medium
patrick mccaw,Patrick McCaw,2019,23,"CLE,TOR",G,29,1,-3.0,-4.8,1.9,-0.1,7.5,0.5,0.065,9.4,6.5,9.2,2.8,0.4,19.6,777665.0,3,0,3,4,2,2,0,0.09395604395604397,,,,,,-0.037037037037037035,0.777665,-0.04762595338228805,3.0,5.333333333333333,69,High
patrick patterson,Patrick Patterson,2019,29,OKC,F,63,5,-2.5,-2.0,-0.4,-0.1,8.1,1.1,0.064,12.0,8.8,4.6,0.9,1.3,8.7,5451600.0,0,0,0,0,0,0,0,-1.1833333333333333,,,,,,-0.037037037037037035,5.4516,-0.006793792104526568,1.0,1.6666666666666667,0,Low
patty mills,Patty Mills,2019,30,SAS,G,82,1,-0.3,0.4,-0.8,0.8,13.2,3.5,0.087,18.5,5.2,17.6,1.3,0.4,11.6,11571429.0,0,0,0,0,0,0,0,-0.7926470588235294,,,,,,0.2962962962962963,11.571429,0.02560585181798171,0.0,0.0,0,Low
pau gasol,Pau Gasol,2019,38,"MIL,SAS",C,30,6,3.1,1.0,2.1,0.5,16.7,1.1,0.142,15.6,20.6,19.1,0.7,3.5,12.5,333285.0,2,0,2,10,6,2,0,,,,,,,0.18518518518518517,0.333285,,1.3333333333333333,5.333333333333333,76,High
paul george,Paul George,2019,28,OKC,F,77,77,7.2,5.6,1.6,6.6,23.3,11.9,0.201,29.5,11.4,17.7,2.8,1.0,10.0,30560700.0,1,0,1,1,1,1,0,-0.6060975609756097,105.79247,51.66609,54.12638,3.0,,2.444444444444444,30.5607,0.07998653317641428,1.6666666666666667,2.3333333333333335,28,Medium
paul millsap,Paul Millsap,2019,33,DEN,F,70,65,1.7,0.7,1.0,1.8,17.9,6.1,0.155,19.6,14.4,10.6,2.2,2.5,10.9,29230769.0,2,0,2,2,1,2,0,-1.3319999999999999,,,,,,0.6666666666666666,29.230769,0.022807017723915052,2.0,2.3333333333333335,66,Medium
pj dozier,PJ Dozier,2019,22,BOS,G,6,0,-2.0,-1.3,-0.6,0.0,16.0,0.1,0.123,18.6,17.8,13.7,1.9,0.0,0.0,,0,0,0,0,0,0,0,0.3496774193548387,,,,,,0.0,,,1.0,1.0,0,Low
pj tucker,P.J. Tucker,2019,33,HOU,F,82,82,-0.6,-1.6,1.0,1.0,9.2,5.0,0.086,9.5,9.5,4.6,2.3,1.2,10.3,7969537.0,0,0,0,0,0,0,0,-1.3319999999999999,,,,,,0.37037037037037035,7.969537,0.046473260663746255,0.3333333333333333,0.3333333333333333,0,Low
quincy acy,Quincy Acy,2019,28,PHO,F,10,0,-8.1,-7.6,-0.5,-0.2,2.9,-0.1,-0.022,9.2,11.3,8.2,0.4,2.7,15.2,,0,0,0,0,0,0,0,-0.6060975609756097,,,,,,-0.07407407407407407,,,1.3333333333333333,2.3333333333333335,0,Medium
quincy pondexter,Quincy Pondexter,2019,30,SAS,G,53,0,-0.9,-1.6,0.7,0.1,13.2,0.8,0.128,13.5,8.6,10.6,1.8,0.3,14.5,1512601.0,0,0,0,0,0,0,0,-0.7926470588235294,,,,,,0.037037037037037035,1.512601,0.02448566213894942,0.0,0.0,0,Low
quinn cook,Quinn Cook,2019,25,GSW,G,74,10,-2.1,-0.5,-1.6,0.0,13.1,1.8,0.082,20.2,7.9,15.2,0.9,0.2,10.0,1544951.0,0,0,0,0,0,0,0,0.1966887417218543,,,,,,0.0,1.544951,0.0,3.0,3.0,0,Medium
rajon rondo,Rajon Rondo,2019,32,LAL,G,46,29,-1.5,-1.7,0.2,0.2,12.1,1.3,0.047,17.4,9.2,35.5,1.9,0.4,22.1,9000000.0,2,0,2,5,4,1,0,-0.7363636363636363,,,,,,0.07407407407407407,9.0,0.008230452674897118,2.3333333333333335,7.0,64,High
raul neto,Raul Neto,2019,26,UTA,G,37,1,-0.3,-1.1,0.8,0.2,13.4,1.1,0.116,19.0,7.1,28.7,1.4,0.7,16.6,2150000.0,0,0,0,0,0,0,0,-0.4469230769230769,,,,,,0.07407407407407407,2.15,0.034453057708871665,0.0,0.0,0,Low
rawle alkins,Rawle Alkins,2019,21,CHI,G,10,1,-7.3,-3.8,-3.5,-0.2,8.1,-0.1,-0.042,19.0,11.8,15.2,0.4,0.0,15.3,,0,0,0,0,0,0,0,-0.1217054263565892,,,,,,-0.07407407407407407,,,0.0,0.0,0,Low
